Age,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,OverTime,NumCompaniesWorked,TrainingTimesLastYear,Attrition
32,61580,1,11,1,4,1,No,8,3,No
30,26151,1,1,6,1,2,Yes,5,0,No
41,61482,6,8,36,4,4,Yes,3,4,No
34,102273,1,18,8,3,2,Yes,3,3,No
26,38384,8,8,50,4,2,Yes,3,4,Yes
32,77466,6,9,37,4,2,Yes,0,4,No
24,50531,3,5,10,3,3,No,7,5,No
46,18838,0,4,23,2,3,Yes,0,5,No
54,125567,20,28,32,1,2,Yes,2,6,No
47,111270,19,22,12,3,1,No,3,0,No
55,18000,0,0,42,1,2,No,3,5,No
57,177290,18,32,33,1,1,No,6,6,No
23,64081,3,6,32,4,3,No,2,6,No
53,71663,10,10,3,3,4,Yes,7,1,No
41,64987,9,13,50,4,1,No,0,1,No
46,18715,0,0,28,4,4,No,7,5,No
26,69702,0,7,21,4,4,No,6,1,No
38,90339,6,20,13,2,1,No,1,2,No
57,157399,22,29,50,1,1,Yes,1,1,Yes
52,80994,7,7,34,3,2,No,8,4,No
59,102800,2,10,3,3,2,Yes,7,4,Yes
59,146022,10,26,1,2,4,Yes,1,1,No
32,29805,2,3,34,2,1,No,3,4,No
58,129925,17,30,45,2,2,Yes,3,3,Yes
56,69303,4,12,37,1,1,Yes,7,5,Yes
22,18000,3,4,50,4,3,No,1,5,No
30,86203,1,11,8,1,2,No,8,0,No
52,163441,26,26,46,4,2,No,5,3,No
57,178500,11,35,25,3,4,Yes,8,2,Yes
49,78319,5,13,15,2,2,No,5,1,No
39,114475,11,20,33,4,1,Yes,1,5,No
35,65163,2,14,38,4,3,Yes,5,0,Yes
27,45015,0,6,12,2,4,No,7,2,Yes
39,57387,1,9,11,3,4,No,1,1,No
39,20001,3,5,10,3,3,Yes,3,3,No
59,18000,0,1,3,3,2,Yes,2,1,No
36,53395,2,10,1,3,3,Yes,0,1,No
58,102201,6,19,29,4,4,Yes,1,6,Yes
38,61226,10,14,6,2,2,Yes,1,0,No
25,23188,3,10,21,1,2,No,2,4,Yes
28,62109,0,10,14,2,2,No,0,1,No
60,204732,6,29,43,4,1,Yes,8,3,Yes
21,28316,2,6,50,2,3,No,7,5,Yes
57,39733,0,3,7,1,4,Yes,8,2,No
38,55192,8,8,29,3,4,Yes,7,1,No
39,90470,10,17,5,3,4,No,6,2,No
46,166454,3,27,7,1,2,No,2,1,No
57,137392,12,25,8,1,4,No,0,2,No
38,27341,0,0,30,4,3,Yes,5,2,Yes
60,202790,7,30,45,4,1,Yes,7,2,Yes
28,89130,5,10,25,3,4,Yes,6,3,Yes
48,68495,7,13,13,2,2,No,6,3,No
21,47138,2,3,22,1,2,Yes,7,6,Yes
54,18250,0,4,42,2,2,No,5,4,Yes
55,44097,5,12,9,1,2,No,4,4,No
22,44173,3,4,30,1,2,No,8,6,No
49,120439,17,28,42,4,3,Yes,6,6,No
48,141573,28,32,25,2,1,No,0,0,No
37,43167,3,10,26,4,2,No,2,0,No
25,64851,5,7,20,3,1,No,1,0,No
50,69115,3,6,45,1,1,No,8,2,No
23,21660,2,2,25,3,2,No,3,6,No
39,45689,2,7,30,1,3,No,5,3,No
59,40639,0,8,3,2,1,No,6,6,No
24,26140,2,6,49,2,1,No,2,6,No
42,111076,15,18,10,2,4,No,4,6,No
58,138999,23,32,31,1,2,Yes,7,3,No
59,135687,24,26,29,2,1,Yes,0,3,No
45,57904,9,9,34,2,2,Yes,3,4,Yes
45,152485,2,28,44,1,2,No,5,6,No
55,94909,18,20,38,2,4,No,2,1,No
56,124576,20,23,25,1,1,No,1,5,No
54,169673,30,35,21,1,2,No,4,6,No
24,18000,3,6,17,2,3,Yes,8,1,No
32,67584,7,12,19,3,1,No,4,1,No
44,119078,3,25,3,2,3,No,0,1,No
42,18000,1,1,28,2,4,Yes,5,4,No
52,42485,2,8,17,3,2,No,4,1,Yes
56,138359,22,22,13,3,4,Yes,1,4,No
45,123226,3,27,44,3,2,No,3,6,No
26,57627,2,9,41,1,1,Yes,5,6,Yes
24,22357,0,8,13,2,4,No,1,0,No
51,61866,8,14,27,4,3,No,2,1,No
31,76871,6,8,37,4,1,Yes,2,3,No
25,63247,6,9,22,1,4,No,4,4,No
45,133032,0,27,42,1,3,No,1,1,No
34,59032,1,14,1,3,1,No,8,4,No
26,45699,1,7,33,4,4,No,3,3,No
46,31541,5,10,41,1,2,Yes,1,5,No
55,67532,1,19,14,4,2,No,3,1,No
34,65294,0,18,12,1,2,Yes,5,1,Yes
54,18517,0,1,6,3,4,No,4,2,No
41,31944,1,2,45,1,1,No,2,1,No
37,77537,4,14,36,2,2,Yes,5,1,Yes
54,34348,0,4,45,3,3,Yes,8,4,Yes
39,45585,5,10,29,1,1,No,0,4,Yes
42,126527,2,22,12,4,1,Yes,6,4,No
26,80149,7,8,31,3,1,No,8,5,No
29,74927,3,12,32,3,3,No,3,2,Yes
38,94973,15,17,4,4,3,No,2,4,No
38,105117,15,21,35,3,2,No,4,2,No
60,77042,5,13,24,3,2,No,2,2,No
35,34765,4,6,44,3,1,Yes,1,5,No
58,81096,0,9,23,3,2,No,2,0,No
58,84739,0,18,37,3,4,Yes,6,6,No
21,27309,1,2,15,4,4,No,7,6,No
56,106478,9,14,17,1,1,No,0,4,No
52,76211,2,11,31,4,4,Yes,2,2,No
55,86920,11,11,43,3,3,No,4,6,No
27,62051,8,10,4,2,1,Yes,3,2,No
34,94255,5,15,4,4,1,No,0,1,No
49,88182,7,17,43,4,3,No,8,2,No
26,18000,6,6,11,3,2,No,8,2,No
38,57880,7,9,27,3,4,Yes,7,1,No
30,82670,12,12,29,1,4,Yes,5,5,No
43,99759,10,22,11,2,2,No,6,3,No
51,121115,16,23,5,1,1,No,7,5,No
60,142702,10,29,3,2,4,Yes,2,0,No
43,117950,4,26,47,4,2,No,3,6,No
45,69177,5,5,7,1,2,Yes,0,4,Yes
22,18000,0,3,24,2,1,Yes,2,1,No
54,153700,25,33,14,3,4,No,1,5,No
45,62196,2,6,27,2,4,Yes,1,6,Yes
32,60984,0,14,1,4,1,No,8,4,No
37,54372,1,1,19,4,3,No,5,2,No
49,103480,3,7,33,1,3,Yes,2,6,No
56,78269,4,7,50,1,1,Yes,0,5,Yes
49,71140,6,13,50,3,4,Yes,2,0,No
50,33372,4,8,9,3,2,No,8,3,Yes
24,18000,0,4,26,3,2,Yes,1,2,No
52,97837,11,12,41,2,1,No,4,3,Yes
52,143088,7,26,38,1,1,No,7,3,Yes
26,24246,6,6,12,4,3,No,5,6,No
25,19052,1,2,35,2,3,No,4,2,No
48,50899,6,8,28,3,4,No,0,2,No
51,102381,29,33,18,2,3,Yes,4,6,No
26,48442,2,7,29,1,4,Yes,7,0,No
41,35503,7,10,3,1,4,Yes,6,0,No
53,53076,2,5,50,3,3,No,2,0,No
36,74184,4,14,36,2,2,Yes,5,1,Yes
21,19818,2,3,34,1,3,No,3,5,No
27,62268,7,9,5,2,1,Yes,2,3,No
38,98781,10,18,6,3,4,No,7,3,No
58,130577,5,21,23,3,4,No,8,3,No
38,85097,4,14,34,2,2,Yes,5,2,Yes
28,44592,3,5,26,1,2,No,1,0,No
60,46625,8,10,22,3,2,Yes,0,6,No
25,60712,5,5,12,2,1,No,8,1,No
28,70734,1,1,28,1,3,Yes,3,1,Yes
23,45634,1,4,37,1,3,No,2,5,No
36,115993,14,19,21,1,1,Yes,4,6,No
30,18319,0,0,50,3,3,No,1,2,No
26,68541,5,5,20,3,1,No,2,0,No
59,129279,25,27,39,1,2,Yes,1,5,No
45,141590,3,26,40,1,2,No,6,2,No
48,91150,6,16,43,1,2,No,5,2,No
45,161219,24,26,12,3,3,No,0,0,No
51,141457,17,21,26,3,3,No,1,4,No
29,95949,9,13,41,2,3,No,7,6,No
58,130779,6,22,22,2,4,No,8,4,No
42,140775,9,25,1,1,2,No,0,5,No
50,106625,0,17,4,2,1,Yes,3,0,Yes
38,99232,4,18,12,3,2,Yes,4,2,No
21,35384,0,4,44,1,1,No,4,3,No
28,27468,6,6,13,4,4,No,5,5,No
47,81593,7,15,48,3,2,No,1,4,No
37,123184,4,21,8,1,4,No,2,4,No
58,78761,0,14,23,3,1,No,0,0,No
25,51683,4,7,45,1,2,Yes,8,1,Yes
40,105630,10,23,34,3,4,Yes,5,2,No
39,80374,7,13,30,2,3,No,5,5,Yes
32,78300,7,8,34,4,1,Yes,1,4,No
57,32176,4,4,40,3,4,No,6,6,No
58,153807,4,25,27,2,2,Yes,0,3,Yes
22,36120,2,2,42,4,4,Yes,8,5,No
57,32592,0,5,19,2,4,No,4,3,No
33,39273,8,8,50,3,2,Yes,7,3,No
47,31595,0,4,29,2,2,Yes,3,5,Yes
32,93458,0,15,13,1,1,No,6,2,No
49,101990,7,7,33,1,4,Yes,2,6,No
32,32747,1,7,9,4,3,No,8,3,No
56,19463,2,3,32,2,3,No,6,0,No
53,101369,9,12,41,2,1,No,6,3,Yes
49,19100,0,4,29,1,2,Yes,8,1,Yes
38,113980,0,22,4,3,1,No,4,0,No
44,133641,9,22,32,4,3,No,7,4,No
49,58338,13,14,14,1,4,No,3,3,Yes
26,33516,1,5,27,3,4,Yes,6,6,No
39,98718,9,20,12,3,4,No,3,5,No
26,34296,4,6,14,4,3,Yes,8,1,No
39,104403,20,20,48,4,1,Yes,2,1,No
24,49233,4,4,16,4,4,Yes,8,3,No
40,18156,0,2,29,3,1,No,5,3,No
58,111072,8,23,26,4,1,No,5,2,No
21,37627,1,3,32,4,4,No,6,5,No
58,188929,4,26,1,1,2,No,1,5,No
34,21545,1,3,28,3,2,Yes,0,2,Yes
41,26200,5,9,47,2,1,Yes,1,3,Yes
47,22529,0,1,8,3,3,No,6,6,No
33,36012,2,4,46,2,1,Yes,0,6,Yes
34,62795,12,15,46,3,1,No,2,0,No
59,31907,1,5,20,2,3,No,3,2,No
49,151989,10,21,9,3,2,No,5,6,No
33,85662,6,15,2,4,1,No,0,0,No
40,65325,7,13,48,2,1,Yes,4,6,Yes
52,118362,14,25,1,4,3,Yes,1,5,No
60,154894,0,26,37,1,1,No,5,2,Yes
26,41448,2,2,34,2,2,No,4,2,No
42,25452,1,3,27,4,2,No,0,3,No
39,95298,18,20,45,4,2,Yes,0,3,No
60,18000,0,0,6,3,2,Yes,1,1,No
24,71093,7,7,18,4,3,No,5,2,No
40,111124,19,21,23,3,3,No,8,1,No
53,104825,0,16,6,2,1,Yes,4,0,Yes
47,40594,2,12,13,1,3,Yes,2,4,No
51,86645,21,21,12,3,4,No,5,6,No
52,61202,1,5,27,2,3,Yes,2,3,No
44,124841,3,23,5,3,3,No,1,2,No
21,27772,2,4,50,2,3,No,8,6,Yes
38,115470,12,19,22,2,3,No,8,0,No
25,61122,0,5,20,2,4,No,5,4,No
42,140239,8,26,1,1,2,No,0,4,No
58,52027,6,14,12,4,4,No,0,6,No
44,101405,3,18,12,4,2,Yes,6,4,No
46,18674,2,3,44,3,2,No,4,2,Yes
41,150018,10,22,1,2,1,No,1,5,No
43,58012,3,10,44,3,3,No,1,4,No
53,177053,11,34,12,1,3,No,7,1,No
31,78187,5,13,20,2,2,No,4,2,No
50,166393,12,32,48,2,3,No,2,6,No
36,98846,8,20,11,3,4,No,3,5,No
59,72987,1,11,11,4,2,No,2,5,No
25,87872,7,7,11,4,3,No,1,1,No
59,126414,26,27,41,2,3,Yes,2,5,No
58,34638,4,4,37,3,4,No,5,6,No
44,64548,7,12,15,4,4,No,1,2,No
40,54440,2,7,22,1,4,Yes,7,5,No
22,56086,0,5,38,2,2,Yes,8,3,No
29,60130,7,10,48,1,1,Yes,4,0,No
23,53576,3,7,44,4,1,No,0,1,No
31,86292,5,15,23,3,1,No,6,2,No
59,149629,13,28,11,1,2,No,7,1,No
46,31666,3,5,36,2,1,No,5,6,Yes
25,58045,0,3,27,4,3,No,7,4,No
50,176134,11,32,36,2,2,Yes,5,3,Yes
30,69364,3,12,28,3,3,No,3,4,Yes
36,86751,5,18,14,2,1,No,3,2,No
30,50783,9,14,40,2,2,Yes,3,6,Yes
40,35925,1,5,36,1,2,Yes,8,4,Yes
39,123116,13,19,42,3,2,No,7,4,No
24,73174,6,8,23,4,3,No,5,1,No
21,37349,2,2,43,4,2,Yes,7,5,No
48,122728,19,29,21,2,3,No,2,6,No
28,18000,0,2,41,3,3,Yes,6,6,Yes
32,56490,14,14,34,4,1,No,0,2,No
49,42573,0,8,32,3,4,Yes,2,5,No
25,60890,5,8,18,3,1,No,0,0,No
54,18587,2,4,50,4,1,No,4,2,Yes
54,18460,0,4,14,2,3,No,7,6,No
43,86365,10,13,33,1,1,No,8,0,No
25,25411,8,9,13,4,4,No,4,5,No
59,95698,12,17,28,1,1,Yes,8,3,Yes
37,64325,15,16,18,4,3,No,0,3,No
60,166295,2,36,5,3,3,Yes,8,4,Yes
37,30495,3,5,8,1,3,No,4,5,No
47,47142,1,8,49,2,3,Yes,8,0,No
26,65300,0,4,18,2,4,No,5,6,No
59,87542,6,22,47,3,2,Yes,5,1,No
30,41455,1,12,16,4,2,No,8,0,No
43,85233,11,14,9,1,2,Yes,2,0,Yes
40,102935,15,21,22,4,2,No,6,3,No
43,20418,0,2,43,4,4,No,8,5,No
51,169947,7,28,50,2,4,No,8,4,No
32,33226,4,8,6,4,3,No,7,3,No
31,62415,3,3,19,4,1,Yes,7,3,No
25,62412,3,9,16,2,1,No,4,6,Yes
42,26339,2,2,22,4,2,No,0,4,No
54,115989,9,18,10,4,2,No,1,3,No
30,103885,5,13,4,1,4,No,1,6,No
45,88492,6,22,13,1,4,No,3,2,No
55,153036,3,30,38,1,1,Yes,7,0,No
48,71148,7,8,3,4,2,No,0,2,No
25,51641,3,7,35,4,4,No,5,0,No
26,33922,5,7,11,4,3,Yes,8,3,No
26,25722,7,8,13,4,4,No,5,5,No
31,46811,3,12,40,3,1,Yes,5,6,No
32,74843,12,12,50,3,3,No,0,3,No
36,77827,9,16,11,2,3,No,2,2,No
57,89775,11,16,29,1,1,Yes,7,3,Yes
57,171961,5,35,46,3,1,Yes,1,4,Yes
23,55654,0,8,14,1,2,No,8,5,Yes
60,142142,17,33,9,1,3,No,7,1,No
45,132548,0,27,45,1,3,No,1,2,No
38,18644,0,2,24,1,3,No,5,4,Yes
50,109754,23,27,7,2,3,No,0,6,No
57,49323,5,10,46,2,4,No,1,3,No
59,121313,29,31,22,1,1,No,6,6,No
28,65576,0,11,41,1,1,Yes,7,2,Yes
23,40959,1,3,8,3,2,No,5,4,No
55,74951,3,5,40,1,2,Yes,6,4,Yes
35,73664,2,14,16,1,2,Yes,7,1,No
54,142033,31,32,24,3,2,No,5,5,No
28,85537,4,9,12,1,4,Yes,0,6,Yes
22,18000,0,2,47,3,2,Yes,4,3,No
44,152078,17,26,39,1,2,No,3,4,No
59,85483,12,15,15,4,1,Yes,2,5,No
28,59906,0,10,16,3,1,No,3,6,No
29,69803,4,11,29,3,3,No,2,3,Yes
27,58288,4,8,17,1,1,No,6,6,Yes
39,122617,17,17,36,3,1,No,1,5,No
45,123929,11,24,14,2,3,Yes,3,5,No
38,46897,0,1,16,4,3,No,3,1,No
31,72705,3,13,37,1,1,Yes,3,5,No
52,160544,1,34,36,3,4,No,7,3,Yes
38,134316,1,22,16,3,1,Yes,7,0,No
30,86462,3,15,50,2,2,No,1,5,No
25,28107,1,5,35,1,4,No,5,5,No
53,18598,0,2,39,2,2,No,5,4,Yes
39,121907,3,20,3,1,4,No,2,2,No
56,60855,1,1,42,2,4,No,2,6,Yes
25,52953,7,8,28,3,1,No,1,1,Yes
33,20145,1,10,31,1,2,Yes,2,4,Yes
52,143600,19,19,23,2,2,No,1,3,No
47,141572,11,26,32,2,4,Yes,5,4,No
28,23003,6,12,14,1,3,No,1,5,Yes
57,118821,19,23,22,1,1,No,0,5,No
21,50514,2,5,38,4,3,Yes,6,0,No
31,100670,9,14,35,3,1,No,3,2,No
43,102648,16,23,23,1,1,Yes,8,2,Yes
37,102309,15,21,20,2,1,No,6,4,No
54,60447,3,7,22,1,3,No,3,6,No
39,66266,3,12,14,2,1,No,6,5,No
45,18000,0,2,50,3,2,No,0,3,No
34,87945,9,15,17,1,3,Yes,7,5,No
34,24749,0,0,45,2,2,Yes,4,4,Yes
44,88946,11,11,10,1,2,Yes,1,0,Yes
57,172161,18,34,28,1,2,No,7,5,No
36,105307,17,19,31,4,1,No,0,3,No
27,60577,6,6,10,2,1,No,8,0,No
29,56723,0,10,8,2,2,Yes,8,3,No
42,24537,1,2,24,4,2,No,0,3,No
44,101580,4,21,38,2,2,Yes,2,3,Yes
37,66765,3,15,46,1,3,No,1,4,No
24,62450,4,8,9,2,3,Yes,3,1,No
24,44929,4,4,11,2,3,No,8,3,No
26,19445,3,7,19,2,3,Yes,8,0,No
56,117262,16,20,6,3,1,No,8,6,No
29,68325,4,10,6,1,4,Yes,2,5,No
31,50263,2,12,12,2,3,Yes,3,1,No
46,18339,1,3,27,4,3,No,8,6,No
21,25329,3,3,37,2,3,No,3,6,No
23,52959,0,5,3,3,4,No,6,1,No
43,100115,10,23,12,2,2,No,6,2,No
26,25304,7,8,15,4,4,No,4,4,No
32,70075,4,16,41,4,3,No,4,0,No
40,119087,9,23,21,2,3,No,5,2,No
58,19474,2,7,15,2,1,Yes,0,0,No
26,32432,1,3,7,4,1,No,8,4,No
47,146352,14,27,20,3,3,No,4,5,No
44,146220,3,29,3,2,2,No,2,2,No
56,21075,1,9,32,3,4,Yes,4,5,Yes
58,117883,7,24,18,4,1,Yes,6,6,Yes
38,127573,2,20,41,3,1,No,8,5,Yes
43,81351,7,16,45,3,2,No,4,2,Yes
54,150655,30,33,17,1,3,No,8,2,No
25,59689,0,7,16,4,3,No,2,3,No
30,49394,0,12,6,2,3,No,6,4,No
32,88085,2,15,40,4,4,No,2,2,Yes
49,43785,7,8,24,1,3,Yes,1,0,No
49,118746,20,28,20,3,3,No,2,6,No
60,18000,0,1,6,2,1,No,8,0,No
23,51459,1,6,20,4,2,No,1,2,No
50,63206,2,4,22,1,1,No,5,6,No
43,139627,6,23,40,3,4,Yes,0,0,No
52,139416,9,27,4,3,2,No,8,4,No
45,18000,2,4,24,3,3,Yes,1,6,No
49,67569,3,11,47,1,2,No,7,1,No
50,141715,12,21,11,3,2,No,4,6,No
32,97739,2,15,33,4,2,No,2,1,No
22,26690,0,2,15,4,4,No,8,6,No
40,84841,6,9,28,4,1,No,6,1,No
24,58876,1,6,9,4,3,No,0,6,No
27,62914,7,9,22,1,4,No,5,3,No
25,56043,5,6,30,2,2,Yes,1,1,No
45,141138,17,29,34,2,4,Yes,8,4,No
47,37172,0,0,50,3,3,No,2,2,No
24,44285,0,6,11,2,4,No,7,1,Yes
47,86470,16,19,31,4,4,No,7,6,No
44,113840,0,19,31,1,2,No,1,4,No
51,29611,1,2,40,2,4,No,4,2,No
50,51848,2,3,26,2,4,Yes,2,0,Yes
54,49155,3,9,34,3,1,No,6,5,No
43,111787,13,30,45,1,4,No,7,2,No
50,62291,1,3,42,2,2,No,3,3,No
41,112766,17,19,17,2,4,No,5,6,No
22,58215,0,4,36,4,1,Yes,8,4,No
33,21981,0,1,41,1,2,No,1,1,Yes
56,91774,15,15,26,4,2,No,8,2,No
26,31826,0,0,9,2,2,No,7,0,No
21,18000,3,4,24,2,1,Yes,1,2,No
41,31603,1,2,28,1,4,No,6,4,No
51,48814,14,14,1,4,4,No,8,5,No
32,27176,0,3,3,1,2,Yes,5,0,No
52,37348,0,3,12,4,3,Yes,4,2,No
24,26161,1,1,39,2,3,Yes,0,4,No
36,18000,0,0,10,4,3,No,1,0,No
26,58537,1,2,34,3,3,Yes,1,4,No
23,40968,0,5,13,2,4,No,7,4,Yes
48,154569,19,28,38,1,2,No,1,4,Yes
45,41937,1,10,13,1,3,Yes,5,5,No
42,53088,3,10,47,2,1,No,6,3,No
59,94549,4,17,22,4,4,Yes,2,6,Yes
38,114430,10,21,23,1,3,No,6,0,No
40,115439,9,23,22,1,3,No,5,3,No
50,152584,30,32,35,2,3,Yes,7,0,No
31,53299,5,10,49,4,4,Yes,3,2,No
49,18000,0,0,25,3,2,Yes,6,5,No
24,54208,3,7,42,4,1,No,0,2,No
55,45085,4,14,8,1,2,No,4,4,No
37,124683,12,17,41,3,4,Yes,8,5,No
35,112126,12,18,46,3,4,Yes,4,3,Yes
31,52041,5,5,13,4,2,Yes,0,1,No
30,70887,2,11,28,3,3,No,3,4,Yes
32,54404,1,12,1,4,1,No,5,4,No
34,77822,8,13,31,2,4,Yes,7,3,No
43,123465,18,25,43,2,4,No,7,1,No
57,140003,15,33,13,1,3,No,7,2,No
29,18000,0,1,30,1,2,No,6,3,No
59,43426,4,7,26,1,4,Yes,0,6,No
36,101371,4,18,41,1,1,Yes,6,1,No
44,125491,7,26,4,4,2,No,5,3,No
50,156160,3,30,45,3,3,No,2,4,No
53,45924,10,10,6,1,3,Yes,5,1,No
25,55991,7,8,20,2,1,No,0,3,Yes
45,43870,2,6,50,2,4,Yes,7,0,No
58,49751,1,3,6,1,1,No,1,3,Yes
46,41379,1,4,28,4,1,No,7,3,No
45,110406,6,27,23,1,4,Yes,5,6,No
38,107656,1,16,14,1,1,Yes,6,1,No
55,99747,15,25,18,4,4,Yes,2,6,No
36,71642,5,11,12,2,1,No,7,6,No
57,138023,1,31,16,4,1,No,8,6,No
36,67032,2,17,42,2,4,No,4,6,No
38,27207,0,1,29,4,3,Yes,5,2,Yes
26,18000,7,8,14,3,1,No,7,1,No
24,31296,6,6,4,3,3,No,2,5,No
43,18948,1,1,27,4,1,No,5,4,No
48,47772,4,10,14,1,2,Yes,1,1,Yes
53,142357,29,31,24,3,3,No,6,5,No
22,20941,0,3,5,2,1,Yes,2,4,No
40,100715,8,16,18,1,4,Yes,1,5,No
46,164736,26,27,43,3,1,No,4,3,No
36,109176,15,16,23,1,1,Yes,3,5,No
44,18000,0,4,26,3,3,Yes,2,5,No
41,102059,15,16,16,1,2,No,0,6,No
26,24693,0,7,44,2,3,No,3,0,No
46,93196,0,18,38,4,4,No,4,5,No
57,125737,1,31,16,4,1,No,7,5,No
60,88635,4,16,7,1,2,No,2,4,No
39,58899,3,6,32,4,4,Yes,3,5,No
36,34904,2,3,42,3,1,Yes,2,4,No
34,78473,3,18,29,1,2,No,6,3,No
36,97099,7,18,2,1,4,No,0,4,No
35,131563,8,15,22,4,3,No,1,2,No
26,49927,5,8,46,1,2,No,2,2,Yes
28,18234,5,7,5,3,3,No,8,6,Yes
22,30489,0,2,40,1,2,No,8,0,Yes
59,140857,16,34,13,1,3,No,6,2,No
23,42605,3,8,4,3,1,No,8,0,Yes
45,65835,4,9,49,2,4,No,4,6,No
51,113922,16,29,46,2,2,Yes,2,2,Yes
39,119012,13,20,9,1,1,No,5,6,Yes
57,146344,12,28,27,2,2,No,8,4,No
55,108918,5,20,43,2,2,No,5,1,No
30,51757,12,12,14,1,4,No,4,2,No
22,48594,1,6,22,3,4,No,8,1,No
38,129715,0,19,5,4,1,No,3,1,No
53,139865,15,21,50,2,1,No,1,4,No
28,57369,0,10,36,1,2,Yes,6,4,Yes
53,33556,8,8,9,4,4,No,8,6,No
24,59383,1,6,10,1,2,No,8,4,Yes
34,76892,2,16,29,1,2,No,6,3,No
45,121925,2,18,6,3,4,Yes,6,1,No
44,19040,0,2,44,4,4,No,8,5,No
25,30578,2,11,38,4,1,No,6,1,No
54,90652,9,10,37,4,3,No,7,3,No
21,44067,2,2,2,2,4,No,6,1,No
56,173743,14,33,26,3,4,Yes,6,2,Yes
39,105270,7,20,22,1,2,No,4,6,No
35,106218,1,18,30,4,4,Yes,2,1,No
29,65381,1,9,42,1,1,Yes,8,2,Yes
28,39869,7,9,9,1,4,Yes,3,0,No
21,45817,3,5,26,1,2,No,7,6,No
27,60913,6,6,11,2,1,No,8,0,No
34,81077,3,14,28,1,2,No,7,4,No
48,149507,7,27,41,1,3,No,4,4,No
43,128722,15,24,28,4,3,No,6,1,No
54,37533,1,6,41,3,2,Yes,7,3,Yes
23,28619,0,8,39,2,3,No,0,5,Yes
30,43982,6,10,29,1,2,Yes,3,5,Yes
30,42146,12,12,27,2,4,No,3,3,No
24,50001,1,5,50,1,4,Yes,1,6,Yes
33,102667,10,15,26,3,3,No,1,0,No
29,28807,5,12,6,1,1,No,3,4,Yes
59,34993,0,0,17,4,3,No,1,1,No
59,61278,2,11,43,3,3,Yes,8,2,Yes
41,18000,3,3,30,1,1,Yes,6,2,No
57,132763,23,23,8,3,4,Yes,2,4,No
52,79743,8,16,48,1,3,No,6,0,No
41,151863,19,25,39,1,2,No,4,4,No
26,39832,0,5,44,4,1,No,4,2,Yes
21,24068,2,2,39,2,3,No,4,6,No
60,87033,14,22,44,1,2,No,1,6,Yes
28,71926,4,10,7,1,3,Yes,1,5,No
60,72568,1,10,22,4,4,No,6,4,No
23,44936,1,1,22,3,1,No,4,3,Yes
57,57595,6,11,8,3,2,Yes,4,1,No
26,51927,6,7,15,3,2,No,5,1,Yes
29,71609,6,12,5,4,1,No,0,3,No
52,18967,1,3,25,2,3,No,1,3,No
42,106121,10,15,37,3,4,No,3,3,No
52,133950,31,34,8,1,4,No,8,3,No
32,22334,5,7,36,3,4,No,4,6,No
43,73146,8,14,28,2,4,No,4,6,Yes
22,36228,0,3,7,2,2,No,0,1,No
40,35426,7,7,9,1,4,Yes,5,1,No
24,43194,3,5,7,3,1,No,6,0,Yes
31,50697,4,8,16,4,1,Yes,2,6,Yes
56,118794,26,32,7,4,3,Yes,3,5,No
21,18000,2,3,45,4,2,Yes,4,1,No
23,48563,2,6,21,3,4,No,7,2,No
29,43705,2,13,15,4,2,No,8,0,No
40,68493,5,9,44,1,3,No,4,1,No
57,184609,6,29,40,4,2,No,2,2,No
48,107338,9,26,19,1,1,No,1,5,No
41,119818,1,23,14,4,1,Yes,5,3,No
23,44551,3,4,12,2,3,No,8,2,No
26,57739,9,9,18,1,3,Yes,3,5,No
58,84847,6,8,11,1,1,Yes,0,1,No
53,146142,31,33,15,1,4,No,8,3,No
46,106861,6,19,35,2,3,No,0,2,No
25,58245,2,8,32,2,2,Yes,6,1,Yes
42,120613,15,22,50,1,2,No,6,6,Yes
35,91358,4,18,47,2,4,Yes,8,6,No
31,53647,0,11,22,4,3,Yes,0,6,No
29,54692,3,12,46,4,2,Yes,5,5,No
52,102557,4,20,21,4,4,No,5,5,No
59,18000,1,1,1,3,2,Yes,2,1,No
54,81854,4,24,23,4,1,No,7,3,No
26,61024,1,9,2,4,1,No,6,1,No
54,182450,30,33,20,1,2,No,4,6,No
25,73761,2,7,17,1,1,No,3,1,No
25,70198,2,8,11,1,2,Yes,7,4,No
26,63639,0,6,16,2,3,No,6,3,No
33,99235,0,16,30,1,4,No,5,0,No
21,53089,3,4,39,4,1,No,1,6,No
37,93110,19,19,6,3,1,No,7,3,No
23,47039,3,4,8,3,3,No,5,1,No
58,50140,2,12,8,2,4,No,7,5,No
36,29926,0,1,8,1,3,Yes,7,2,No
54,106328,9,9,28,2,1,Yes,8,1,No
30,66979,3,11,36,1,1,Yes,2,5,No
24,18120,3,5,49,4,3,No,0,6,No
23,57116,3,6,13,4,2,Yes,8,2,No
57,52539,0,0,6,1,1,No,1,5,Yes
36,81072,13,20,20,2,1,Yes,4,0,Yes
55,103006,16,24,20,3,4,Yes,3,5,No
30,86861,4,11,22,2,2,No,4,3,No
50,74437,7,13,35,3,2,No,0,2,No
33,85865,8,8,44,4,1,No,5,5,No
40,65222,0,5,49,4,2,No,0,1,No
39,157934,1,23,19,4,2,Yes,2,3,No
50,119748,2,29,25,2,2,No,6,5,No
25,49784,5,5,34,1,2,Yes,1,0,No
51,57175,0,8,13,1,3,Yes,0,5,No
